customer_id,application_date,loan_amount,interest_rate,tenure_years,credit_score,employment_type,property_value,EMI,default_flag,years_before_default,outstanding_principal,recovery_value,LGD,EAD,PD,EL
812,2017-03-22,6345854,9.2,15,369,Self-employed,10507721.046651404,65121.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
813,2017-03-23,8490200,7.67,30,704,Salaried,13031567.78795626,60356.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
814,2017-03-24,5883680,8.71,25,890,Salaried,7390356.847341408,48213.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
815,2017-03-25,4681262,8.98,15,816,Self-employed,7703982.744541192,47425.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
816,2017-03-26,5633078,11.47,20,419,Salaried,9099071.917915149,59956.0,1,3.0,4788116.3,7875675.802885481,0.0,4788116.3,0.3,0.0
817,2017-03-27,3609089,10.9,20,516,Salaried,5416420.285273991,37007.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
818,2017-03-28,3508749,11.12,30,355,Self-employed,4655168.313088529,33733.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
819,2017-03-29,1914228,6.57,30,665,Salaried,2506286.022917385,12187.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
820,2017-03-30,1953959,9.0,10,803,Salaried,3201750.548976998,24752.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
821,2017-03-31,8905477,9.39,10,754,Salaried,13677373.413482921,114699.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
822,2017-04-01,4369538,6.62,10,403,Self-employed,5826736.6522541465,49882.0,1,5.0,2184769.0,4534108.151909163,0.0,2184769.0,0.3,0.0
823,2017-04-02,1345266,8.06,30,376,Self-employed,1728728.8551613444,9927.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
824,2017-04-03,5537358,11.06,30,529,Self-employed,8591438.011889705,52985.0,1,1.0,5352779.4,7452521.125167934,0.0,5352779.4,0.3,0.0
825,2017-04-04,7867100,7.32,30,557,Salaried,10931805.05224927,54042.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
826,2017-04-05,6275034,9.71,20,563,Self-employed,7201752.394491323,59355.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
827,2017-04-06,8553974,7.79,30,630,Salaried,9507904.04660484,61518.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
828,2017-04-07,7097091,6.57,20,481,Salaried,7919407.98282501,53207.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
829,2017-04-08,4177993,7.95,10,849,Salaried,4832830.107501255,50580.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
830,2017-04-09,8705092,12.36,10,326,Self-employed,12117366.251414241,126711.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
831,2017-04-10,8583354,11.31,10,575,Self-employed,10649688.744659355,119747.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
832,2017-04-11,4131209,12.26,15,598,Self-employed,5698394.833990333,50275.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
833,2017-04-12,6813365,9.43,15,390,Self-employed,8575036.779556388,70859.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
834,2017-04-13,5057893,7.16,25,779,Salaried,7300340.471204935,36266.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
835,2017-04-14,6691276,9.79,25,872,Self-employed,8558143.675317444,59816.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
836,2017-04-15,6397662,9.23,25,757,Salaried,8449913.107426133,54700.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
837,2017-04-16,2805468,11.57,15,750,Self-employed,4619239.8898211215,32898.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
838,2017-04-17,4427975,7.09,15,664,Self-employed,5288960.228211186,40023.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
839,2017-04-18,7356228,9.43,25,650,Self-employed,12187875.351819592,63914.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
840,2017-04-19,9514716,7.4,25,699,Salaried,13830598.877124548,69695.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
841,2017-04-20,6525633,8.45,30,552,Salaried,10843934.909907384,49945.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
842,2017-04-21,3080154,10.92,25,758,Salaried,4320837.42672385,30011.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
843,2017-04-22,3244702,9.36,30,798,Salaried,5242283.954975349,26952.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
844,2017-04-23,4377778,8.76,20,807,Salaried,5008593.92652445,38715.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
845,2017-04-24,6735193,8.87,15,603,Self-employed,9293718.490814684,67793.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
846,2017-04-25,8726890,9.26,25,800,Salaried,11827478.47368716,74796.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
847,2017-04-26,6897498,11.21,15,897,Salaried,9784308.6537499,79309.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
848,2017-04-27,9357956,11.85,15,465,Salaried,11871784.435893405,111410.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
849,2017-04-28,9204298,12.23,15,714,Salaried,11018856.449318523,111833.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
850,2017-04-29,9776957,11.22,20,761,Self-employed,12306665.690717695,102385.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
851,2017-04-30,6843493,8.39,10,413,Salaried,8300554.634562865,84447.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
852,2017-05-01,4386501,10.63,25,732,Self-employed,5031590.67943611,41824.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
853,2017-05-02,8395350,9.13,10,655,Self-employed,9772671.64702425,106940.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
854,2017-05-03,5588334,8.03,10,506,Self-employed,6966108.007406292,67891.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
855,2017-05-04,9464685,11.55,10,534,Salaried,14245646.705443691,133340.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
856,2017-05-05,8168362,6.73,15,741,Self-employed,10322570.384521497,72192.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
857,2017-05-06,5327819,11.91,30,654,Salaried,7086515.485799973,54434.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
858,2017-05-07,8284953,9.27,15,814,Salaried,10163519.264410099,85367.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
859,2017-05-08,2255564,10.32,15,507,Salaried,2653980.9638301157,24682.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
860,2017-05-09,9514493,10.46,10,424,Salaried,11563323.76407923,128171.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
861,2017-05-10,9930264,11.87,15,437,Salaried,11628374.73836903,118351.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
862,2017-05-11,5424507,10.32,10,638,Self-employed,8761075.926988935,72650.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
863,2017-05-12,3792427,10.18,30,836,Self-employed,6222336.409075993,33787.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
864,2017-05-13,4357679,6.9,25,367,Salaried,6431522.256140843,30522.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
865,2017-05-14,6748035,9.61,10,872,Self-employed,7754580.964431213,87725.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
866,2017-05-15,5390020,7.4,30,840,Salaried,6362925.458187768,37319.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
867,2017-05-16,3681719,10.92,25,682,Self-employed,4574597.15594359,35872.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
868,2017-05-17,1890695,9.57,20,318,Self-employed,2333535.6626444454,17710.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
869,2017-05-18,1838761,10.58,10,749,Self-employed,2247870.948263424,24894.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
870,2017-05-19,8367664,6.75,10,373,Self-employed,9478756.11231463,96081.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
871,2017-05-20,9888923,7.01,20,872,Self-employed,11638718.890781667,76728.0,1,1.0,9394476.85,9108267.253804198,0.03,9394476.85,0.02,5636.69
872,2017-05-21,6352825,10.8,20,575,Salaried,8072029.0194137255,64711.0,1,4.0,5082260.0,6597784.492164782,0.0,5082260.0,0.3,0.0
873,2017-05-22,9887324,6.93,10,347,Salaried,12363565.229342455,114444.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
874,2017-05-23,4321127,6.93,20,510,Self-employed,6506525.13915789,33320.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
875,2017-05-24,3559272,6.57,15,839,Salaried,4464740.883812571,31142.0,1,1.0,3321987.2,3465421.4462018325,0.0,3321987.2,0.02,0.0
876,2017-05-25,3276106,12.24,25,490,Self-employed,4503834.642607393,35087.0,1,3.0,2882973.28,3790038.8674619403,0.0,2882973.28,0.3,0.0
877,2017-05-26,7960534,10.93,25,614,Salaried,12324934.173528852,77620.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
878,2017-05-27,8374592,8.62,25,862,Self-employed,9947006.351055833,68113.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
879,2017-05-28,7575716,8.28,15,861,Self-employed,10059721.478673141,73627.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
880,2017-05-29,3002324,8.6,20,412,Self-employed,3361208.6035886123,26245.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
881,2017-05-30,7262105,11.15,30,469,Salaried,10609298.199238686,69983.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
882,2017-05-31,7671318,10.47,20,767,Salaried,10308125.96691423,76434.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
883,2017-06-01,1494592,7.61,10,313,Self-employed,2035123.6044297423,17827.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
884,2017-06-02,4578226,7.54,25,587,Self-employed,7195822.654789182,33952.0,1,4.0,3845709.84,6291973.539322648,0.0,3845709.84,0.3,0.0
885,2017-06-03,7149031,7.09,20,488,Salaried,9822329.3597235,55813.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
886,2017-06-04,3427540,10.46,30,454,Salaried,4994477.091350225,31251.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
887,2017-06-05,2715630,11.09,10,866,Salaried,4190165.357398256,37546.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
888,2017-06-06,1318408,8.09,15,770,Salaried,1925676.4806372381,12668.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
889,2017-06-07,9856884,6.63,15,374,Salaried,14712304.989397973,86570.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
890,2017-06-08,9900019,6.99,30,576,Self-employed,12069925.318062847,65799.0,1,4.0,8580016.466666667,11060454.985883594,0.0,8580016.466666667,0.3,0.0
891,2017-06-09,4117172,12.31,10,642,Salaried,6757964.551463152,59810.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
892,2017-06-10,7304680,8.27,25,724,Self-employed,9302494.69748732,57691.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
893,2017-06-11,5235042,11.12,20,870,Self-employed,6320999.875779325,54464.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
894,2017-06-12,2898739,10.25,10,810,Salaried,3895018.3294863296,38709.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
895,2017-06-13,2017433,8.79,15,481,Salaried,2293920.384684259,20211.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
896,2017-06-14,9104010,7.73,30,757,Self-employed,11206808.355103398,65096.0,1,2.0,8497076.0,10291024.815401591,0.0,8497076.0,0.02,0.0
897,2017-06-15,5661029,7.23,30,363,Salaried,6867038.193605239,38541.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
898,2017-06-16,4678086,10.19,20,559,Self-employed,7097902.63981294,45735.0,1,2.0,4210277.4,5808223.824347537,0.0,4210277.4,0.3,0.0
899,2017-06-17,2581530,11.15,30,492,Salaried,3098373.8550767098,24878.0,1,2.0,2409428.0,2806864.248744593,0.0,2409428.0,0.3,0.0
900,2017-06-18,3087258,10.36,30,705,Salaried,3633656.6954792677,27918.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
901,2017-06-19,5856447,9.68,10,392,Salaried,8267381.476250247,76359.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
902,2017-06-20,9369066,6.75,25,729,Self-employed,14109849.599936843,64732.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
903,2017-06-21,7857658,12.31,20,733,Salaried,10981818.357871989,88224.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
904,2017-06-22,1996530,11.29,10,703,Self-employed,2429216.1781194126,27831.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
905,2017-06-23,3601623,8.26,25,733,Salaried,4965757.903002658,28421.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
906,2017-06-24,7231219,12.38,10,411,Self-employed,8807866.119746573,105342.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
907,2017-06-25,5108997,10.11,10,674,Salaried,8057473.367774952,67827.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
908,2017-06-26,4364695,9.99,30,358,Self-employed,5184933.219968841,38271.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
909,2017-06-27,2045482,10.99,25,342,Self-employed,3026029.9545799084,20033.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
910,2017-06-28,6786265,11.37,20,506,Self-employed,10058513.833431942,71764.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
911,2017-06-29,6908635,10.44,20,595,Self-employed,8890114.482261488,68696.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
912,2017-06-30,8487345,7.27,25,417,Self-employed,13666442.866929026,61457.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
913,2017-07-01,1570451,8.53,30,831,Self-employed,2583448.916577356,12109.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
914,2017-07-02,9408424,12.07,15,521,Salaried,13870418.28116897,113341.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
915,2017-07-03,1967344,7.85,10,465,Self-employed,2583782.031898525,23714.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
916,2017-07-04,3412149,8.73,30,455,Self-employed,3911736.793712983,26795.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
917,2017-07-05,6398869,9.09,25,483,Self-employed,7493430.207324893,54094.0,1,5.0,5119095.2,6852946.15287927,0.0,5119095.2,0.3,0.0
918,2017-07-06,4352252,9.14,10,389,Salaried,5825263.421694681,55463.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
919,2017-07-07,4732839,10.18,20,393,Salaried,7744588.772815473,46239.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
920,2017-07-08,8022336,12.16,15,312,Salaried,10547713.69920638,97109.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
921,2017-07-09,6768927,7.94,20,737,Self-employed,8341883.579159614,56366.0,1,4.0,5415141.600000001,7146316.301703357,0.0,5415141.600000001,0.02,0.0
922,2017-07-10,3878604,7.23,25,837,Salaried,5527050.2866440145,27985.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
923,2017-07-11,5327858,7.68,10,886,Salaried,8412597.878547473,63744.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
924,2017-07-12,8433533,11.82,25,449,Self-employed,12337475.661902873,87704.0,1,1.0,8096191.68,9339173.731254019,0.0,8096191.68,0.3,0.0
925,2017-07-13,9652831,10.37,10,307,Self-employed,11609262.739447331,129549.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
926,2017-07-14,6984684,8.22,30,328,Salaried,9902112.099275652,52326.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
927,2017-07-15,3694287,11.4,15,595,Self-employed,4379221.570550638,42922.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
928,2017-07-16,7511634,11.67,30,639,Self-employed,10794804.238817733,75363.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
929,2017-07-17,5621056,11.58,30,738,Self-employed,8660215.71009814,56008.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
930,2017-07-18,9976973,12.01,25,443,Self-employed,13652974.963231029,105154.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
931,2017-07-19,1703662,8.01,15,818,Salaried,2315757.59764034,16291.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
932,2017-07-20,2305585,11.03,10,344,Self-employed,3811939.8862741473,31799.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
933,2017-07-21,5092097,9.26,10,538,Salaried,8017617.0481662825,65223.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
934,2017-07-22,3659440,11.55,20,454,Salaried,5582858.746029543,39152.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
935,2017-07-23,4943645,10.87,10,480,Salaried,7796610.308536539,67735.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
936,2017-07-24,5495013,11.16,25,514,Salaried,7822552.220224095,54494.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
937,2017-07-25,7094467,10.44,30,387,Self-employed,7976806.658063593,64578.0,1,5.0,5912055.833333334,7199863.9310204545,0.0,5912055.833333334,0.3,0.0
938,2017-07-26,6517366,7.56,30,555,Self-employed,8657882.272896089,45838.0,1,5.0,5431138.333333334,7505650.560789545,0.0,5431138.333333334,0.3,0.0
939,2017-07-27,4448678,9.77,30,810,Self-employed,5643619.596290172,38286.0,1,3.0,4003810.2,4275739.672322022,0.0,4003810.2,0.02,0.0
940,2017-07-28,6211593,12.41,15,372,Salaried,8786890.515930133,76196.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
941,2017-07-29,9370262,12.12,10,478,Salaried,13442810.925149081,135087.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
942,2017-07-30,5846769,6.76,25,511,Salaried,9633127.10207005,40433.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
943,2017-07-31,8449607,7.49,15,533,Self-employed,11264639.262335377,78281.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
944,2017-08-01,5043064,7.29,20,764,Salaried,6768462.059702206,39981.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
945,2017-08-02,3602967,10.86,25,522,Self-employed,5565723.87921031,34949.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
946,2017-08-03,4438550,11.41,25,563,Self-employed,5352182.546459949,44825.0,1,2.0,4083466.0,4267751.065393522,0.0,4083466.0,0.3,0.0
947,2017-08-04,1076218,7.78,25,506,Self-employed,1439174.5001384702,8150.0,1,5.0,860974.4,1302790.1189195965,0.0,860974.4,0.3,0.0
948,2017-08-05,7878974,9.54,30,665,Self-employed,11228437.098045385,66481.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
949,2017-08-06,1770044,11.54,25,575,Salaried,2748205.404463045,18044.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
950,2017-08-07,6579079,10.9,10,679,Self-employed,8592821.855729556,90255.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
951,2017-08-08,4185714,9.75,25,608,Salaried,5068400.793722015,37300.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
952,2017-08-09,2728096,10.04,30,567,Self-employed,3984950.005631621,24022.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
953,2017-08-10,9736347,9.55,25,363,Salaried,14627083.387397822,85405.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
954,2017-08-11,9860935,8.29,20,649,Salaried,13033557.090765513,84269.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
955,2017-08-12,8667105,9.89,20,793,Self-employed,13404059.560421573,83009.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
956,2017-08-13,3694946,10.63,30,822,Self-employed,4618774.783245537,34159.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
957,2017-08-14,5229215,11.74,10,397,Self-employed,6690371.465671316,74240.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
958,2017-08-15,2922135,10.32,10,370,Salaried,4667018.242961177,39136.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
959,2017-08-16,8021855,11.07,15,663,Self-employed,13130002.006063513,91529.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
960,2017-08-17,1978039,7.46,30,869,Self-employed,2516311.8295458197,13777.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
961,2017-08-18,9997354,9.27,25,575,Salaried,14524954.786150621,85754.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
962,2017-08-19,8352207,6.56,30,349,Self-employed,13343596.380426114,53122.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
963,2017-08-20,1499876,7.98,15,657,Salaried,1811819.4746928622,14316.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
964,2017-08-21,2962165,10.86,30,863,Self-employed,4266938.450806134,27896.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
965,2017-08-22,8985620,12.45,30,784,Salaried,12177619.186453437,95551.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
966,2017-08-23,1611213,7.1,15,383,Salaried,2401054.6139473715,14572.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
967,2017-08-24,1768734,8.91,10,883,Self-employed,2244030.630549084,22320.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
968,2017-08-25,8750575,11.3,25,595,Salaried,12673791.073087916,87670.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
969,2017-08-26,5241361,7.72,15,535,Self-employed,5886482.461399773,49246.0,1,5.0,3494240.666666667,4974567.714365321,0.0,3494240.666666667,0.3,0.0
970,2017-08-27,6511174,9.83,20,355,Self-employed,8029720.496958657,62103.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
971,2017-08-28,2839433,10.9,10,659,Salaried,4429577.381825532,38953.0,1,2.0,2271546.4,4190367.8954375945,0.0,2271546.4,0.1,0.0
972,2017-08-29,7569632,10.2,20,409,Self-employed,10440750.008005114,74054.0,1,5.0,5677224.0,9672658.953120392,0.0,5677224.0,0.3,0.0
973,2017-08-30,4672214,7.63,10,491,Salaried,6528845.858045881,55778.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
974,2017-08-31,3026580,8.63,25,392,Salaried,3980906.1860318044,24637.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
975,2017-09-01,8229039,11.2,25,867,Salaried,9651934.949126165,81847.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
976,2017-09-02,8507324,9.83,30,359,Salaried,10976815.440917378,73591.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
977,2017-09-03,7202258,6.53,20,338,Salaried,11645339.139846249,53825.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
978,2017-09-04,5339235,11.07,10,839,Salaried,6702321.606906329,73760.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
979,2017-09-05,4526737,6.71,25,348,Salaried,7513510.963301089,31162.0,1,4.0,3802459.08,6542212.502545219,0.0,3802459.08,0.3,0.0
980,2017-09-06,9790529,10.97,15,719,Salaried,11739410.372880904,111094.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
981,2017-09-07,3008960,7.71,25,312,Self-employed,3761243.1521626418,22649.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
982,2017-09-08,5455214,12.25,15,335,Self-employed,7876022.012213007,66352.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
983,2017-09-09,9476563,8.71,10,400,Salaried,13779430.85407552,118563.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
984,2017-09-10,7918889,8.46,25,385,Self-employed,9433067.002127955,63552.0,1,2.0,7285377.88,7751165.552763918,0.0,7285377.88,0.3,0.0
985,2017-09-11,4816446,7.39,25,815,Self-employed,5768191.842036337,35249.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
986,2017-09-12,4376513,8.33,10,522,Self-employed,6201743.853005598,53865.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
987,2017-09-13,2937878,11.76,25,637,Self-employed,4259743.07595341,30423.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
988,2017-09-14,7193956,12.48,15,465,Self-employed,9367771.355866548,88573.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
989,2017-09-15,2705215,8.71,25,682,Self-employed,4489911.131723157,22167.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
990,2017-09-16,6437149,9.19,20,675,Salaried,10302733.438407635,58706.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
991,2017-09-17,8271476,10.83,30,770,Self-employed,12967726.93693634,77711.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
992,2017-09-18,7429611,11.82,15,330,Self-employed,11332129.623341538,88309.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
993,2017-09-19,4266402,10.06,20,674,Self-employed,5661320.612690497,41341.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
994,2017-09-20,9121849,8.85,10,310,Self-employed,10161666.134786619,114813.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
995,2017-09-21,9104789,8.98,15,601,Salaried,11441281.510028828,92239.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
996,2017-09-22,5108880,10.67,30,395,Salaried,8261587.328270033,47383.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
997,2017-09-23,6499593,6.52,30,489,Salaried,8578352.445582677,41167.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
998,2017-09-24,5261946,10.22,10,752,Salaried,7025355.430142548,70180.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
999,2017-09-25,1090093,8.63,10,491,Self-employed,1694663.6856159575,13592.0,1,3.0,763065.1,1520419.0385367793,0.0,763065.1,0.3,0.0
1000,2017-09-26,2732465,11.27,15,785,Salaried,3118961.3557867925,31522.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
